cpu_usage,memory_usage,network_load,temperature,energy_consumption
41.83591010202581,32.959305018703375,24.62792628019295,66.99866468148939,543.1975269701556
90.81071604484288,57.93306631648507,23.523409930399986,73.81747684552548,683.2593975799919
72.21948505396944,81.10620851134857,72.96909353907775,43.775734433587445,656.0965578740954
60.88597115674811,71.25574204866928,23.715964988712958,64.36807547838494,292.3399428162642
23.261584437607105,76.45928035030148,25.396229459647326,61.44602907290618,289.54968184488433
23.259534228577223,66.11483566975022,61.954869681347276,75.80567072335491,360.904620646948
14.937107034296954,68.45935951624966,38.7304881837905,79.83478832646932,416.6448358046223
83.62497239086949,79.44369560957236,63.253291771638594,30.668622431256274,445.0733488450895
61.09477599817275,37.47676062014301,9.902461817328893,67.07109554823359,607.8183301000072
70.18616911266386,54.259747455019834,41.56783952550382,32.850968951585095,234.00825929950125
11.749682015143208,35.484660927372154,7.521020013746197,60.18722657925458,220.80362253563982
92.44233743376952,89.13676055976529,9.69899025915159,45.8198000974023,435.1463377663454
80.75762446803584,86.08415377806293,72.98280900083083,46.87271297371777,618.2982152827883
28.048824407653473,22.759876795795414,15.443402833819636,49.412717689879614,316.0612057738895
25.455122212603552,69.3902620760982,44.931551170641285,64.17108469772856,584.902688753751
25.589383337541875,84.7673822190966,35.832170195052996,48.37274811178231,355.8968827641797
35.860590651560706,32.64027415891334,31.0507494694132,70.29844778246542,731.6516652881098
54.60429668874021,59.756166138684065,72.48750092654544,52.24900620656283,737.4139665599699
46.71532658457984,84.08418083116293,6.636754758161713,33.75942601704772,378.3723225687959
34.75447691683357,22.37621850100592,54.78422646316918,73.10679133662589,337.9962523779443
62.007496051402256,68.8194187072788,77.25458256601628,45.71670785259883,446.78238323973875
21.856978155423555,40.81443051607855,47.01261375963814,53.80217837795945,344.3189511080892
34.832295125493545,84.70773367635712,75.26168465248189,67.69941357720458,603.4303059750222
41.14075667996379,87.97407716157575,8.919340946451783,48.285088643179165,695.6388107289713
48.76594865844805,86.09865423794038,36.40949893056211,33.11221108806936,603.8552785467302
76.73995671840616,53.194995166022466,24.511834322153838,50.56565758570475,694.6102683496097
26.972271483460577,80.34298556925194,59.81157237355473,81.94467204818669,438.1952973244845
53.709927265156985,79.11845789745493,78.5972817872935,65.2953918514207,293.7901824253165
60.35523835327361,42.337033127027894,24.239754683318587,66.93135317669638,642.7705684385553
13.948285081199806,78.02408319054742,54.06309511055559,64.7755184500702,416.2847030849323
61.64131241162226,22.59053443008448,19.857322456980512,40.94456764276902,602.7624951374795
24.49455051341978,61.738891493743715,47.39976909287074,53.00836252562541,362.3863651890594
15.529385403748758,36.100618610139215,39.794936501625216,71.3016889099825,248.7377808840036
90.65527066653333,28.439682004409516,77.90039972236528,35.575509365423756,795.549077292658
92.07872281133754,25.38672411404464,50.63954545223499,45.281902684934174,293.72090475835955
78.7137745898992,68.74021431146979,31.21297790651141,45.19755096562195,793.0525963780887
35.89217037973651,43.791247463764634,13.557183866595002,53.761041017697835,786.3679595398684
18.30212969054263,70.73367400701329,16.34351215512009,83.92028075182017,676.2908623448238
68.15980725353333,24.574943855925966,21.89876974634263,33.71264006761021,595.6537772491986
47.41296196786611,42.07032364814272,23.82249960052235,58.52855469093272,546.6842301506508
20.373249961806202,57.7643904662736,68.79620433808535,39.865057510671576,719.6609272267008
52.090037359457966,75.35062153872744,47.09170912118937,83.38720999753593,373.6637129716928
12.923024294793564,42.312675205244894,44.25431835307748,36.23169276001053,480.60872749092624
87.29223417669648,63.81239635059064,13.607665390191311,52.19805512988752,571.6339816199011
31.99629843600144,82.0184423765331,69.51047700120762,70.58367416590335,446.71428552169465
66.31439417008846,63.11042317276132,59.21107274063628,68.75049354150948,456.4918724541608
36.49544146759993,36.30716323275436,10.075127142500119,53.250075029166275,398.17080050125065
54.20578180011392,21.70805470895766,58.08763229223265,49.05882923739951,538.5390900107216
56.47037374417877,80.90692117306509,45.76536630069845,51.86868082040788,710.3447168090696
25.712628719669798,21.4888587595271,11.12940093100837,44.53519447372516,320.91702680378773
92.41469335998748,81.22911708789397,39.372548114649234,41.29331162887399,760.6598232520648
75.88628998569473,57.02559938190484,41.352221534753525,56.56718336573895,613.4525922489378
89.85741003295607,85.73473889590274,17.43309051224568,44.769356583718405,693.9639276080181
86.06032478635015,75.91482650415658,75.92736102502117,45.81039156934875,533.714415578007
60.82149819894224,89.85538773733363,68.74815286104965,66.12158349110064,667.7100208544381
88.35930997696494,44.54982708161971,55.176675299683126,83.26955324349407,209.72023840368033
17.521862674413157,73.70318022517888,39.67216707504554,63.20004603076563,691.0282548677211
26.65854330562734,48.13516395264695,35.88241561883814,34.23387068857315,224.0833154512199
13.844319557395735,53.59129342127362,53.82301003632156,34.157098761973685,733.9480258177175
37.653078114877474,63.9253824252859,45.90739020551791,82.32827714650612,795.177648343186
43.03756962360597,81.15739799304372,9.670482941141422,46.35099346690335,376.44047730606667
33.06466770078116,88.88584284395066,43.437698657774874,35.06368423453615,326.1911337714762
80.44268827791399,73.77913897051627,65.48027129246296,62.947452293270985,659.2180183148243
40.32403276895509,49.243674751713364,39.44299081977186,64.30068280596464,351.8158045521519
33.879433323427364,49.494990159394916,8.89674331657013,65.66776510652784,719.3374299033221
56.12916706845112,71.6307611112224,63.97086495380248,44.707111532164774,261.70555529448603
21.978559122854826,36.71440020378117,20.10228366019808,30.831087631796127,275.57311782761496
78.18674336409337,27.733187919197626,24.396562616602907,83.07584531999595,787.4909330603693
16.33680471278052,44.82355103485436,17.35297650742219,43.799117513010636,604.3033389620027
93.88538961104398,40.10672941578572,29.766129865362316,67.18144584289011,708.1323346573718
75.64080539021587,40.741568431919305,61.756362926647625,68.86464284332902,394.59762641091083
26.890832930404656,36.35254257349369,43.9539394627953,63.550407939371716,605.8902497123627
10.469379955506204,22.94652327454533,20.366095561303442,47.20990668175065,556.5450963851583
79.3142214186609,21.251175431338968,70.83725586140307,44.91029395702362,561.8900720737681
70.08287422704745,89.14056728152221,70.96863912136469,62.87175554864867,609.5194757226329
71.96560928348393,49.94411936151036,70.29338187845052,77.63525984864303,545.2155038774591
